CUST_ID,AREA_CODE,MINUTES_CURR_MONTH,MINUTES_PREV_MONTH,MINUTES_3MONTHS_AGO,CUST_MOS,LONGDIST_FLAG,CALLWAITING_FLAG,NUM_LINES,VOICEMAIL_FLAG,MOBILE_PLAN,CONVERGENT_BILLING,GENDER,INCOME,PHONE_PLAN,EDUCATION,TOT_MINUTES_USAGE,CHURNER
815,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,3344,no
816,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
817,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
818,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
819,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
912,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
821,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
822,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
823,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
824,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
825,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
929,15563,5435,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,5549,no
827,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
828,21750,5000,7000,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,12075,no
829,36785,100,190,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,350,yes
830,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
831,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
832,10040,5678,3457,2156,14,1,1,1,1,1,No,M,33000,National,Masters,11291,no
321,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
322,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
323,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
324,45987,88,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,158,no
935,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
326,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
327,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
328,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
329,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
330,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
952,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
332,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,Bachelors,3344,no
333,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
334,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
335,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
336,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
958,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
338,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
339,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
340,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
341,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
342,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
975,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
344,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
345,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
346,36785,33,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,183,yes
347,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
348,15563,10000,8000,944,26,1,1,3,1,1,Yes,M,225000,National,PhD,18944,yes
349,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
350,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
351,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
352,36785,6000,7899,630,36,0,0,2,1,0,Yes,M,145000,,Post Primary,14529,yes
353,45987,7800,5000,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,12824,yes
981,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
355,10040,9999,12456,1145,3,1,1,2,1,1,No,M,80000,Euro-Zone,Bachelors,23600,no
356,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
357,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
358,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
359,45987,6000,4563,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,10961,yes
998,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
361,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
362,21750,12000,8000,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,20598,yes
363,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
364,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
365,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1004,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
367,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
368,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
369,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
370,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
371,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
372,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
373,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
374,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
375,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
376,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1021,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
378,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,PhD,3344,no
379,21750,5,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,8,yes
380,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
381,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
382,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1027,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
384,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
385,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
386,55166,1100,1000,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,2156,yes
387,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
388,45987,14000,15000,66,44,0,0,1,0,0,No,F,91000,International,PhD,29066,yes
1044,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,no
390,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
391,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
392,36785,100,9000,60,10,1,0,2,1,1,Yes,M,50000,Euro-Zone,Primary,9160,yes
393,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
394,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
395,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
396,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
397,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,yes
398,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,yes
399,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1050,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
401,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,3344,no
402,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
403,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
404,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
405,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1067,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
407,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
408,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
409,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
410,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
411,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1073,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
413,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
414,21750,5000,7000,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,,no
415,36785,100,190,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,350,yes
416,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
417,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
418,10040,5678,3457,2156,14,1,1,1,1,1,No,M,33000,National,Masters,11291,no
419,21750,333,122,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,599,yes
420,55166,550,100,1453,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,2103,yes
421,36785,398,2452,4789,36,0,0,2,1,0,No,M,145000,National,Post Primary,7639,yes
422,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1159,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
424,10040,9456,14325,12456,3,1,1,2,1,1,Yes,F,80000,Euro-Zone,PhD,36237,no
425,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,no
426,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
427,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
428,45987,600,5673,3456,13,0,1,1,1,0,Yes,M,34000,International,Masters,9729,yes
1165,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
430,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
431,21750,678,55,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,1331,yes
432,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
433,36785,97,56,5,8,0,0,1,0,1,No,M,125000,National,Post Primary,158,no
434,45987,45,223,66,44,0,0,1,0,0,No,F,91000,International,PhD,334,no
1182,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
436,10040,100,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
437,21750,5,7,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,87,yes
438,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
439,45987,999,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,1069,no
440,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,yes
441,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
442,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
443,55166,5,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,PhD,605,no
444,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
445,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1188,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,no
447,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3344,no
448,21750,500,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,503,yes
577,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
578,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
579,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
580,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
581,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
582,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Masters,1172,no
583,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1205,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
585,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,PhD,3344,no
586,21750,5,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,8,yes
587,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
588,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
589,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1211,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
591,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
592,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
593,55166,1100,1000,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,2156,no
594,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
595,45987,14000,15000,66,44,0,0,1,0,0,No,F,91000,International,PhD,29066,no
1228,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
597,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
598,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
599,36785,100,9000,60,10,1,0,2,1,1,Yes,M,50000,Euro-Zone,Primary,9160,yes
600,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
601,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
602,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
603,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
604,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
605,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
606,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1234,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
608,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,3344,no
609,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
610,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
611,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
612,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1251,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,yes
614,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
615,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
616,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
617,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
618,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1257,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
620,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
621,21750,5000,7000,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,12075,no
622,36785,100,190,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,350,yes
623,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
624,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
625,10040,5678,3457,2156,14,1,1,1,1,1,No,M,33000,National,Masters,11291,no
626,21750,333,122,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,599,yes
627,55166,550,100,1453,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,2103,yes
628,36785,398,2452,4789,36,0,0,2,1,0,No,M,145000,National,Post Primary,7639,yes
629,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1274,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
631,10040,9456,14325,12456,3,1,1,2,1,1,Yes,F,80000,Euro-Zone,PhD,36237,yes
632,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,no
633,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
634,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
635,45987,600,5673,3456,13,0,1,1,1,0,Yes,M,34000,International,Masters,9729,yes
1280,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
637,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
638,21750,678,55,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,1331,yes
639,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
640,36785,97,56,5,8,0,0,1,0,1,No,M,125000,National,Post Primary,158,yes
1089,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1412,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
1091,10040,999,1200,1145,3,1,1,2,1,1,No,M,80000,National,PhD,3344,yes
1092,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1093,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1094,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,yes
1095,45987,60,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,914,yes
1418,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
1097,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
1098,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1099,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,yes
1100,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,yes
1101,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,yes
1435,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
1103,10040,145,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
1104,21750,5,150,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,230,yes
1105,36785,100,9,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,169,yes
1106,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1107,15563,1004,4,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,1952,no
1108,10040,565,200,650,14,1,1,1,1,1,No,M,33000,National,Masters,1415,yes
1109,21750,333,130,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,607,yes
1110,55166,550,55,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1105,yes
1111,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
1112,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1441,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
1114,10040,999,900,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3044,yes
1115,21750,5,55,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,61,yes
1116,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Masters,1031,no
1117,36785,55,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1177,no
1118,45987,600,366,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1364,yes
1458,15563,105,7,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,211,yes
1120,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
1121,21750,7543,16754,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,24895,yes
1122,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1123,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1124,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1464,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
1126,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
1127,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,yes
1128,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
1129,45987,10,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,80,no
1130,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,no
1131,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,yes
1132,21750,4567,3534,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,8245,yes
1133,55166,550,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,1150,no
1134,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,no
1135,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1481,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
1137,10040,9,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Masters,2354,yes
1138,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,yes
1139,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
1140,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
1141,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1487,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
1143,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,yes
1144,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
1145,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
1146,36785,97,56,97,8,0,0,1,0,1,No,M,125000,National,Post Primary,250,no
1147,45987,45,23,66,44,0,0,1,0,0,No,F,91000,International,PhD,134,no
1504,15563,5,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,119,yes
1149,10040,1,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,yes
1150,21750,5,15,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,95,no
1151,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
1152,45987,88,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,158,no
833,21750,333,122,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,599,yes
834,55166,550,100,1453,17,1,1,1,0,0,No,M,320000,Promo_plan,Post Primary,2103,no
835,36785,398,2452,4789,36,0,0,2,1,0,No,M,145000,National,Post Primary,7639,no
836,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1510,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
838,10040,9456,14325,12456,3,1,1,2,1,1,Yes,F,80000,Euro-Zone,PhD,36237,no
839,21750,5,2,1,23,0,0,1,0,0,No,M,80000,International,Post Primary,8,no
840,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
841,36785,555,444,678,27,1,1,2,1,0,No,F,134000,National,PhD,1677,no
842,45987,600,5673,3456,13,0,1,1,1,0,Yes,M,34000,International,Masters,9729,yes
1527,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,yes
844,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
845,21750,678,55,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,1331,yes
846,55166,110,98,56,15,1,0,1,1,0,No,M,98000,Promo_plan,Post Primary,264,no
847,36785,97,56,5,8,0,0,1,0,1,No,M,125000,National,Post Primary,158,no
848,45987,45,223,66,44,0,0,1,0,0,No,F,91000,International,PhD,334,yes
1533,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
850,10040,100,2,0,2,0,0,1,0,0,Yes,F,17000,National,Bachelors,0,no
851,21750,5,7,75,6,1,0,1,1,0,No,F,39000,International,Post Primary,87,no
852,36785,100,90,60,10,1,0,2,1,1,Yes,M,50000,National,Primary,250,yes
853,45987,999,20,50,3,1,0,1,0,0,No,M,75000,International,PhD,1069,no
854,15563,1004,800,944,26,1,1,3,1,1,Yes,M,225000,International,PhD,2748,yes
855,10040,565,577,650,14,1,1,1,1,1,No,M,33000,National,Masters,1792,no
856,21750,333,277,144,9,0,1,1,1,1,Yes,M,44000,International,Masters,754,yes
857,55166,5,100,500,17,1,1,1,0,0,No,M,320000,Promo_plan,PhD,605,yes
858,36785,398,144,630,36,0,0,2,1,0,No,M,145000,National,Post Primary,1172,yes
859,45987,78,54,24,6,1,0,1,0,0,No,F,66000,International,Bachelors,156,yes
1602,15563,2,0,4,4,0,0,1,0,0,Yes,M,53000,International,Bachelors,6,yes
861,10040,999,1200,1145,3,1,1,2,1,1,Yes,M,80000,National,Bachelors,3344,no
862,21750,500,2,1,23,0,0,1,0,0,Yes,M,80000,International,Post Primary,503,yes
863,55166,344,232,455,11,1,1,2,1,1,Yes,M,75000,Promo_plan,Post Primary,1031,no
864,36785,555,7654,8732,27,1,1,2,1,0,Yes,F,134000,Euro-Zone,PhD,16941,yes
865,45987,600,456,398,13,0,1,1,1,0,Yes,M,88000,International,Masters,1454,yes
1619,15563,105,15,99,11,0,0,2,1,0,No,F,51000,International,Bachelors,219,no
867,10040,2,0,0,1,0,0,1,1,0,No,F,29000,National,Post Primary,0,no
868,21750,678,1222,598,30,1,1,2,0,1,Yes,M,46000,International,Post Primary,2498,yes
